taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Phylum,Class,Order,Family,Genus,Species,High Quality,Is Public,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Habitat,Isolation Country,Genome Size  * assembled,Gene Count  * assembled,Genome,...27,Name,Name2,Genome_name,GH_total_abundance,ABC_total_abundance,ABC_GH_ratio
8047547423,Bacteria,Permanent Draft,Nocardioides nematodiphilus R-N-C8 genome sequencing,Nocardioides nematodiphilus R-N-C8,State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan,8047547423,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,Nocardioidaceae,g__Nocardioides,s__Nocardioides nematodiphilus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Yunnan,Soil,China,3790319,3697,Nocardioides,NA,nematodiphilus,Nocardioides nematodiphilus,Nocardioides nematodiphilus,14,35,2.5
2791354997,Bacteria,Permanent Draft,Roseomonas deserti M3 genome sequencing,Roseomonas deserti M3,Kyonggi University,2791354997,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,Acetobacteraceae,g__Pseudoroseomonas,s__Pseudoroseomonas deserti,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,Kuwait,NA,Kuwait,6169002,5994,Roseomonas,NA,deserti,Roseomonas deserti,Roseomonas deserti,7,21,3
2995671776,Bacteria,Permanent Draft,Pseudarthrobacter sulfonivorans ALL | Borodina E Genome sequencing,Pseudarthrobacter sulfonivorans ALL,Korea university,2995671776,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Micrococcaceae,g__Arthrobacter,s__Arthrobacter sulfonivorans,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,United Kingdom: England,NA,United Kingdom,4927723,4638,Pseudarthrobacter,NA,sulfonivorans,Pseudarthrobacter sulfonivorans,Pseudarthrobacter sulfonivorans,9,34,3.7777777777777777
2554235191,Bacteria,Permanent Draft,Morganella sp. GLFB Genome sequencing,Morganella sp. GLFB,Altogen Labs,2554235191,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Enterobacteriaceae,g__Morganella,s__Morganella morganii,No,Yes,Environmental,Terrestrial,Unclassified,Soil,Oil-contaminated,USA: TX,NA,USA,3940310,6641,Morganella,NA,sp.,Morganella sp.,Morganella sp.,7,25,3.5714285714285716
2891266078,Bacteria,Permanent Draft,Thalassotalea litorea MCCC 1K03283 genome sequencing,Thalassotalea litorea MCCC 1K03283,Institute of Applied and Environmental Microbiology,2891266078,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Alteromonadaceae,g__Thalassotalea_A,s__Thalassotalea_A litorea,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,"South Korea: South Sea, Jeju",NA,South Korea,3884652,3510,Thalassotalea,NA,litorea,Thalassotalea litorea,Thalassotalea litorea,12,8,0.6666666666666666
2884173138,Bacteria,Finished,Pseudarthrobacter sp. NIBRBAC000502772 genome sequencing,Pseudarthrobacter sp. NIBRBAC000502772,Genetic Resources Bank,2884173138,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp002929755,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Gangwon-do,NA,South Korea,4803563,4567,Pseudarthrobacter,NA,sp.,Pseudarthrobacter sp.,Pseudarthrobacter sp.,13,43,3.3076923076923075
8058116586,Bacteria,Finished,Gordonia hongkongensis RL-LY01 genome sequencing,Gordonia hongkongensis RL-LY01,College of Coastal Agricultural Sciences,8058116586,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Gordonia,s__Gordonia hongkongensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Zhanjiang Bay,NA,NA,5175544,4740,Gordonia,NA,hongkongensis,Gordonia hongkongensis,Gordonia hongkongensis,8,12,1.5
8056444603,Bacteria,Permanent Draft,Thermomonas beijingensis RSS-23 genome sequencing,Thermomonas beijingensis RSS-23,"Institute of Microbiology, Chinese Academy of Sciences",8056444603,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,Xanthomonadaceae,g__Thermomonas,s__Thermomonas beijingensis,Yes,Yes,Environmental,Terrestrial,Riverside,Soil,Unclassified,China: Beijing,NA,China,2785590,2682,Thermomonas,NA,beijingensis,Thermomonas beijingensis,Thermomonas beijingensis,5,2,0.4
2585427662,Bacteria,Finished,Bacillus thuringiensis serovar kurstaki str. HD-1 Genome sequencing - Huazhong Agricultural University,Bacillus thuringiensis sv. kurstaki HD-1,Huazhong Agricultural University,2585427662,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,Soil,USA,6766594,6920,Bacillus,NA,thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis,9,34,3.7777777777777777
2987027625,Bacteria,Permanent Draft,Pyxidicoccus sp. QH1ED-7-1 genome sequencing,Pyxidicoccus sp. QH1ED-7-1,Guangdong Institute of Microbiology,2987027625,p__Myxococcota,c__Myxococcia,o__Myxococcales,Myxococcaceae,g__Myxococcus,s__Myxococcus xibeiensis,Yes,Yes,Environmental,Terrestrial,Forest,Soil,Unclassified,China: Qinghai Province,Forest soil,China,12698915,10000,Pyxidicoccus,NA,sp.,Pyxidicoccus sp.,Pyxidicoccus sp.,17,13,0.7647058823529411
2806310726,Bacteria,Finished,Arthrobacter crystallopoietes DSM 20117 genome sequencing,Arthrobacter crystallopoietes DSM 20117,Kyungpook National University,2806310726,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Micrococcaceae,g__Arthrobacter_F,s__Arthrobacter_F crystallopoietes,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,Soil,NA,5032705,4717,Arthrobacter,NA,crystallopoietes,Arthrobacter crystallopoietes,Arthrobacter crystallopoietes,5,29,5.8
8045806174,Bacteria,Permanent Draft,Solitalea agri MAHUQ-68 genome sequencing,Solitalea agri MAHUQ-68,Chung-Ang University,8045806174,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,g__Solitalea,s__Solitalea agri,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea,Soil,South Korea,4250173,3771,Solitalea,NA,agri,Solitalea agri,Solitalea agri,19,3,0.15789473684210525
2844231116,Bacteria,Permanent Draft,Neorhizobium sp. T6_25 genome sequencing,Neorhizobium sp. T6_25,CBGP,2844231116,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,g__Neorhizobium,s__Neorhizobium sp002968555,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Spain,NA,Spain,6756482,6760,Neorhizobium,NA,sp.,Neorhizobium sp.,Neorhizobium sp.,14,47,3.357142857142857
8019420162,Bacteria,Finished,Genome sequencing of BoNT-producing Clostridia and closely related bacteria,Clostridium botulinum Su0604,Northern Arizona University,8019420162,p__Bacillota,c__Clostridia,o__Clostridiales,Clostridiaceae,g__Clostridium_F,s__Clostridium_F botulinum,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Argentina,NA,Argentina,4378801,4425,Clostridium,NA,botulinum,Clostridium botulinum,Clostridium botulinum,7,41,5.857142857142857
2822641076,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Bacillus toyonensis AFS083349,"University of North Carolina, Chapel Hill",2822641076,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A toyonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: North Carolina,NA,USA,6079255,6490,Bacillus,NA,toyonensis,Bacillus toyonensis,Bacillus toyonensis,8,40,5
2758568004,Bacteria,Finished,Flavisolibacter sp. LCS9 Genome sequencing,Flavisolibacter tropicus LCS9,Seoul Womens University,2758568004,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,g__Flavisolibacter_B,s__Flavisolibacter_B tropicus,Yes,Yes,Environmental,Terrestrial,Loam,Soil,Unclassified,South Korea,NA,South Korea,5940863,5075,Flavisolibacter,NA,tropicus,Flavisolibacter tropicus,Flavisolibacter tropicus,17,6,0.35294117647058826
2508501006,Bacteria,Permanent Draft,Pseudomonas sp. PK,Pseudomonas sp. PK,Eureka genomics,2508501006,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Stutzerimonas,s__Stutzerimonas chloritidismutans,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Carbondale, IL","Fresh water, Soil",USA,4648785,4442,Pseudomonas,NA,sp.,Pseudomonas sp.,Pseudomonas sp.,8,25,3.125
2903462090,Bacteria,Permanent Draft,Mesorhizobia in Australia,Mesorhizobium sp. B2-4-13,Curtin University,2903462090,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,g__Mesorhizobium,s__Mesorhizobium australicum,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: WA, Badgingarra",NA,Australia,6230826,6165,Mesorhizobium,NA,sp.,Mesorhizobium sp.,Mesorhizobium sp.,13,57,4.384615384615385
2875367630,Bacteria,Finished,Streptomyces cadmiisoli ZFG47 genome sequencing,Streptomyces cadmiisoli ZFG47,Hunan University,2875367630,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces cadmiisoli,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China:XiangTan,NA,China,10239272,9110,Streptomyces,NA,cadmiisoli,Streptomyces cadmiisoli,Streptomyces cadmiisoli,19,51,2.6842105263157894
2899237444,Bacteria,Permanent Draft,Lysinibacillus sp. OL1 genome sequencing,Lysinibacillus sp. OL1,UNIVERSITY OF NORTH BENGAL,2899237444,p__Bacillota,c__Bacilli,o__Bacillales_A,Planococcaceae,g__Lysinibacillus,s__Lysinibacillus capsici,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,India: Maynaguri,NA,India,4869477,5194,Lysinibacillus,NA,sp.,Lysinibacillus sp.,Lysinibacillus sp.,4,19,4.75
2808606871,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB1473WGS,Northern Arizona University,2808606871,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7552749,6772,Burkholderia,NA,ubonensis,Burkholderia ubonensis,Burkholderia ubonensis,9,38,4.222222222222222
2932439877,Bacteria,Finished,Screening of Streptomyces for novel antifungals,Streptomyces sp. BV410-10 v2,"GATC-Biotech AG, Konstanz, Germany",2932439877,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces albidoflavus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Zminjak, Serbia",NA,NA,7297140,6563,Streptomyces,NA,sp.,Streptomyces sp.,Streptomyces sp.,12,48,4
2936556710,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Priestia megaterium AFS099780,"University of North Carolina, Chapel Hill",2936556710,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_H,g__Priestia,s__Priestia megaterium_C,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Iowa,NA,USA,6092226,6584,Priestia,NA,megaterium,Priestia megaterium,Priestia megaterium,11,57,5.181818181818182
2754412317,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia stagnalis MSMB837WGS,Northern Arizona University,2754412317,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia stagnalis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7512834,6751,Burkholderia,NA,stagnalis,Burkholderia stagnalis,Burkholderia stagnalis,9,36,4
8048485035,Bacteria,Finished,Eleftheria terrae P9846-PB genome sequencing,Eleftheria terrae P9846-PB,NovoBiotic Pharmaceuticals,8048485035,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Caldimonas,s__Caldimonas terrae,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: North Carolina,Soil,USA,7032382,6049,Eleftheria,NA,terrae,Eleftheria terrae,Eleftheria terrae,17,39,2.2941176470588234
2744055081,Bacteria,Permanent Draft,Draft Genomes of Chromium Resistant Microbes,Microbacterium sp. K19,Cincinnati Childrens Hospital Medical Center,2744055081,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Microbacteriaceae,g__Microbacterium,s__Microbacterium sp002979655,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Seymore, IN",NA,NA,3884632,3813,Microbacterium,NA,sp.,Microbacterium sp.,Microbacterium sp.,8,39,4.875
2884732360,Bacteria,Permanent Draft,Hymenobacter sp. CRA2 genome sequencing,Hymenobacter sp. CRA2,"Centre for Microbial Ecology and Genomics, University of Pretoria,",2884732360,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,Hymenobacteraceae,g__Solirubrum,s__Solirubrum sp002007105,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Africa,NA,South Africa,5879518,5076,Hymenobacter,NA,sp.,Hymenobacter sp.,Hymenobacter sp.,18,5,0.2777777777777778
2846636927,Bacteria,Permanent Draft,Mucilaginibacter conchicola MYSH2 genome sequencing,Mucilaginibacter conchicola MYSH2,Dongguk University,2846636927,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter conchicola,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,South Korea: Yangyang,NA,South Korea,5335313,4961,Mucilaginibacter,NA,conchicola,Mucilaginibacter conchicola,Mucilaginibacter conchicola,19,8,0.42105263157894735
8048056434,Bacteria,Permanent Draft,Nocardia rosealba NEAU-G4 genome sequencing,Nocardia rosealba NEAU-G4,Northeast Agricultural University,8048056434,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Nocardia,s__Nocardia rosealba,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Neimenggu,Soil,China,6405167,6000,Nocardia,NA,rosealba,Nocardia rosealba,Nocardia rosealba,7,15,2.142857142857143
2967460032,Bacteria,Permanent Draft,Bacillus sp. F17-54,Bacillus sp. F17-54,Microbial Genome Sequencing Center (MiGS),2967460032,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,g__Acinetobacter,s__Acinetobacter sp036666595,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Bowling Green, OH",NA,USA,3585807,3467,Bacillus,NA,sp.,Bacillus sp.,Bacillus sp.,2,5,2.5
2822807559,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Bacillus toyonensis AFS044250,"University of North Carolina, Chapel Hill",2822807559,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A toyonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: North Carolina,NA,USA,5485531,6244,Bacillus,NA,toyonensis,Bacillus toyonensis,Bacillus toyonensis,8,36,4.5
2534681955,Bacteria,Permanent Draft,Broad Institute - Bacillus cereus sequencing,Bacillus cereus ISP2954,Broad Institute,2534681955,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Belgium,"Food, Wheat",Belgium,6646514,6960,Bacillus,NA,cereus,Bacillus cereus,Bacillus cereus,9,36,4
2922465951,Bacteria,Permanent Draft,Genome sequencing of Sphingomonas desiccabilis CP1D,Sphingomonas desiccabilis CP1D,Huazhong Agricultural University (HZAU),2922465951,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas desiccabilis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Colorado Plateau,NA,USA,3607011,3437,Sphingomonas,NA,desiccabilis,Sphingomonas desiccabilis,Sphingomonas desiccabilis,17,11,0.6470588235294118
2912861033,Bacteria,Finished,Bacillus safensis BRM1 Genome sequencing,Bacillus safensis BRM1,Federal University of Parana,2912861033,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae,g__Bacillus,s__Bacillus safensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Brazil: Paranagua,NA,Brazil,3740842,3989,Bacillus,NA,safensis,Bacillus safensis,Bacillus safensis,16,55,3.4375
8001690566,Bacteria,Permanent Draft,Pseudomonas sp. D-134-1 genome sequencing,Stutzerimonas degradans D-134-1,Kyonggi University,8001690566,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Stutzerimonas,s__Stutzerimonas degradans,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea,NA,South Korea,3881662,3787,Stutzerimonas,NA,degradans,Stutzerimonas degradans,Stutzerimonas degradans,9,17,1.8888888888888888
2711768626,Bacteria,Finished,Hymenobacter sp. DG25B,Hymenobacter sp. DG25B,Macrogen,2711768626,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter sp000801315,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea,NA,NA,4360029,3202,Hymenobacter,NA,sp.,Hymenobacter sp.,Hymenobacter sp.,12,3,0.25
2519103072,Bacteria,Permanent Draft,Broad Institute - Bacillus cereus sequencing,Bacillus cereus BAG2X1-3,Broad Institute,2519103072,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus_K,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Boston, Massacusetts",Soil,USA,5191991,5451,Bacillus,NA,cereus,Bacillus cereus,Bacillus cereus,9,32,3.5555555555555554
2823408088,Bacteria,Finished,Genome sequencing of Rhodococcus pyridinivorans GF3,Rhodococcus pyridinivorans GF3,Dalian university of technology,2823408088,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Rhodococcus,s__Rhodococcus pyridinivorans,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Zhejiang,NA,China,5303895,5100,Rhodococcus,NA,pyridinivorans,Rhodococcus pyridinivorans,Rhodococcus pyridinivorans,8,13,1.625
8081794031,Bacteria,Permanent Draft,Glycomyces sp. L485 genome sequencing,Glycomyces sp. L485,"Institute of Medical Biotechnology, Beijing",8081794031,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Micromonosporaceae,g__Glycomyces,s__Glycomyces sp022548875,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Russia,NA,Russia,4418156,4192,Glycomyces,NA,sp.,Glycomyces sp.,Glycomyces sp.,22,37,1.6818181818181819
8047015191,Bacteria,Permanent Draft,Pseudanabaena catenata USMAC16 genome sequencing,Pseudanabaena catenata USMAC16,"University of Science, Malaysia",8047015191,p__Cyanobacteriota,c__Cyanobacteriia,o__Pseudanabaenales,Pseudanabaenaceae,g__Pseudanabaena,s__Pseudanabaena biceps,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Norway: Svalbard Archipelago,Soil,Norway,5475901,5230,Pseudanabaena,NA,catenata,Pseudanabaena catenata,Pseudanabaena catenata,5,12,2.4
8033953343,Bacteria,Permanent Draft,ISURF NH-INBRE 2018 Genome Sequencing,Bacillus sp. LB(2018),Colby Sawyer College,8033953343,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A sp003400245,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: New Hampshire, Town of Hanover, Hanover Country Club golf course",NA,USA,5729898,6127,Bacillus,NA,sp.,Bacillus sp.,Bacillus sp.,8,37,4.625
2925590669,Bacteria,Finished,Bacillus sp. JAS24-2 genome sequencing,Bacillus sp. JAS24-2,University of Bialystok,2925590669,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Poland: Jasienowka, farmland",NA,Poland,6129653,6385,Bacillus,NA,sp.,Bacillus sp.,Bacillus sp.,8,35,4.375
2816332666,Bacteria,Permanent Draft,"Picher, OK, Soil Microbes",Methylobacterium sp. EM01,The Sequencing Center (Fort Collins),2816332666,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Beijerinckiaceae,g__Methylobacterium,s__Methylobacterium brachiatum,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,NA,NA,5859422,5624,Methylobacterium,NA,sp.,Methylobacterium sp.,Methylobacterium sp.,6,19,3.1666666666666665
8056502925,Bacteria,Finished,Novosphingobium humi KACC 19094 genome sequencing,Novosphingobium humi KACC 19094,"National Institute of Agricultural Sciences, Rural Development Administration (RDA), South Korea",8056502925,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium humi,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"South Korea: Jeollanam-do, Jangseong-gun",NA,South Korea,4890578,4492,Novosphingobium,NA,humi,Novosphingobium humi,Novosphingobium humi,19,14,0.7368421052631579
8078419736,Bacteria,Permanent Draft,Crossiella sp. SN42 genome sequencing,Crossiella sp. SN42,Ondokuz Mayis University,8078419736,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Crossiella,s__Crossiella sp023897065,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Turkey: Bayburt,NA,Turkey,9719922,8980,Crossiella,NA,sp.,Crossiella sp.,Crossiella sp.,27,47,1.7407407407407407
